loan_amnt,installment,dti,grade
1500,47.47,8.29,B
1500,47.47,9.14,B
1500,47.47,9.8,B
1500,47.47,15.55,B
1500,47.47,20.11,B
1500,47.47,20.83,B
1500,47.57,6.07,A
1500,47.57,9.03,A
1500,47.57,10.93,A
1500,47.57,11.57,A
1500,47.57,13.18,A
1500,47.57,14.36,A
1500,47.57,14.37,A
1500,47.57,16.21,A
1500,47.57,19.54,A
1500,47.57,20.16,A
1500,47.57,22.11,A
1500,47.57,25.8,A
1500,47.57,26.16,A
1500,47.57,32.56,A
1500,47.57,37.54,A
1500,47.57,42.49,A
1500,47.62,11.21,B
1500,47.62,19.76,B
1500,47.63,2.45,A
1500,47.63,4,A
1500,47.63,4.44,A
1500,47.63,7.53,A
1500,47.63,12,A
1500,47.63,12.17,A
1500,47.63,12.28,A
1500,47.63,16.6,A
1500,47.63,18,A
1500,47.63,18.3,A
1500,47.63,20.67,A
1500,47.63,20.98,A
1500,47.66,7.27,A
1500,47.66,8.52,A
1500,47.66,9.6,A
1500,47.7,3.74,B
1500,47.7,5.17,B
1500,47.7,8.2,B
1500,47.7,9.06,B
1500,47.7,11.78,B
1500,47.7,11.79,B
1500,47.7,12.57,B
1500,47.7,13.75,B
1500,47.7,13.84,B
1500,47.7,16.5,B
1500,47.7,18.88,B
1500,47.7,19.46,B
1500,47.7,19.67,B
1500,47.7,20.2,B
1500,47.7,23.21,B
1500,47.7,25.49,B
1500,47.7,26.87,B
1500,47.7,30.48,B
1500,47.82,0,B
1500,47.82,0.99,B
1500,47.82,2.14,B
1500,47.82,2.47,B
1500,47.82,3.59,B
1500,47.82,3.66,B
1500,47.82,3.9,B
1500,47.82,4.22,B
1500,47.82,4.32,B
1500,47.82,5.4,B
1500,47.82,6.97,B
1500,47.82,7.16,B
1500,47.82,7.69,B
1500,47.82,7.94,B
1500,47.82,9.56,B
1500,47.82,9.74,B
1500,47.82,9.85,B
1500,47.82,10.44,B
1500,47.82,11.47,B
1500,47.82,12.1,B
1500,47.82,12.18,B
1500,47.82,12.3,B
1500,47.82,12.39,B
1500,47.82,12.57,B
1500,47.82,13.6,B
1500,47.82,13.9,B
1500,47.82,13.97,B
1500,47.82,14.37,B
1500,47.82,14.45,B
1500,47.82,14.49,B
1500,47.82,15.65,B
1500,47.82,16.23,B
1500,47.82,16.75,B
1500,47.82,17.1,B
1500,47.82,17.44,B
1500,47.82,17.91,B
1500,47.82,18.41,B
1500,47.82,18.58,B
1500,47.82,18.65,B
1500,47.82,18.96,B
1500,47.82,19.75,B
1500,47.82,20.21,B
1500,47.82,20.35,B
1500,47.82,20.4,B
1500,47.82,20.66,B
1500,47.82,21.38,B
1500,47.82,21.48,B
1500,47.82,21.66,B
1500,47.82,22.4,B
1500,47.82,22.46,B
1500,47.82,22.67,B
1500,47.82,22.75,B
1500,47.82,23,B
1500,47.82,23.56,B
1500,47.82,23.72,B
1500,47.82,23.82,B
1500,47.82,24.83,B
1500,47.82,25.87,B
1500,47.82,25.99,B
1500,47.82,26.67,B
1500,47.82,27.85,B
1500,47.82,28.06,B
1500,47.82,28.07,B
1500,47.82,28.11,B
1500,47.82,28.64,B
1500,47.82,30.58,B
1500,47.82,32.17,B
1500,47.82,32.84,B
1500,47.82,33.36,B
1500,47.88,4.99,B
1500,47.88,22,B
1500,47.93,5.94,A
1500,47.93,18.2,A
1500,48.01,0.75,B
1500,48.01,0.88,B
1500,48.01,1.13,B
1500,48.01,1.5,B
1500,48.01,3.16,B
1500,48.01,3.23,B
1500,48.01,3.39,B
1500,48.01,3.47,B
1500,48.01,4.2,B
1500,48.01,4.58,B
1500,48.01,4.77,B
1500,48.01,5.2,B
1500,48.01,5.36,B
1500,48.01,5.37,B
1500,48.01,6,B
1500,48.01,6.3,B
1500,48.01,6.51,B
1500,48.01,6.82,B
1500,48.01,6.83,B
1500,48.01,7.18,B
1500,48.01,7.32,B
1500,48.01,8.45,B
1500,48.01,9.12,B
1500,48.01,9.16,B
1500,48.01,9.31,B
1500,48.01,9.97,B
1500,48.01,10.31,B
1500,48.01,10.64,B
1500,48.01,10.91,B
1500,48.01,11.03,B
1500,48.01,11.17,B
1500,48.01,11.21,B
1500,48.01,11.6,B
1500,48.01,11.64,B
1500,48.01,12,B
1500,48.01,12.29,B
1500,48.01,12.34,B
1500,48.01,12.41,B
1500,48.01,12.64,B
1500,48.01,13.37,B
1500,48.01,14.52,B
1500,48.01,15.03,B
1500,48.01,15.07,B
1500,48.01,15.13,B
1500,48.01,15.38,B
1500,48.01,15.56,B
1500,48.01,15.6,B
1500,48.01,15.74,B
1500,48.01,16.1,B
1500,48.01,16.18,B
1500,48.01,16.21,B
1500,48.01,16.27,B
1500,48.01,16.59,B
1500,48.01,17.66,B
1500,48.01,19.04,B
1500,48.01,19.32,B
1500,48.01,19.42,B
1500,48.01,19.83,B
1500,48.01,20.29,B
1500,48.01,20.68,B
1500,48.01,20.8,B
1500,48.01,20.94,B
1500,48.01,21.05,B
1500,48.01,21.44,B
1500,48.01,21.59,B
1500,48.01,22.45,B
1500,48.01,22.55,B
1500,48.01,22.79,B
1500,48.01,22.8,B
1500,48.01,23.15,B
1500,48.01,23.24,B
1500,48.01,23.67,B
1500,48.01,25.01,B
1500,48.01,25.15,B
1500,48.01,26.04,B
1500,48.01,26.3,B
1500,48.01,26.71,B
1500,48.01,28.47,B
1500,48.01,30.08,B
1500,48.01,30.32,B
1500,48.01,30.98,B
1500,48.01,31.86,B
1500,48.01,32.73,B
1500,48.01,35.38,B
1500,48.01,36.5,B
1500,48.01,38.5,B
1500,48.05,5.32,B
1500,48.05,6.75,B
1500,48.05,6.8,B
1500,48.05,7.65,B
1500,48.05,8.22,B
1500,48.05,9.19,B
1500,48.05,10.8,B
1500,48.05,11.06,B
1500,48.05,12.33,B
1500,48.05,12.65,B
1500,48.05,16.09,B
1500,48.05,16.28,B
1500,48.05,17.19,B
1500,48.05,17.37,B
1500,48.05,18.22,B
1500,48.05,18.48,B
1500,48.05,18.9,B
1500,48.05,19.83,B
1500,48.05,19.94,B
1500,48.05,21.04,B
1500,48.05,21.1,B
1500,48.05,22.25,B
1500,48.05,22.96,B
1500,48.05,23.33,B
1500,48.11,5.97,B
1500,48.11,8.1,B
1500,48.11,9.46,B
1500,48.11,11.15,B
1500,48.11,12.69,B
1500,48.11,13.04,B
1500,48.11,19.97,B
1500,48.11,19.99,B
1500,48.11,21.81,B
1500,48.11,22.57,B
1500,48.11,37.66,B
1500,48.14,14.06,B
1500,48.14,16.86,B
1500,48.14,17.79,B
1500,48.14,21.02,B
1500,48.15,8.5,B
1500,48.15,9.8,A
1500,48.15,16.98,B
1500,48.15,22.04,B
1500,48.17,7.64,B
1500,48.17,28.78,B
1500,48.19,15.62,B
1500,48.2,10.85,B
1500,48.23,2.57,B
1500,48.23,2.63,B
1500,48.23,3.2,B
1500,48.23,4.2,B
1500,48.23,4.75,B
1500,48.23,5.08,B
1500,48.23,6.27,B
1500,48.23,7.62,B
1500,48.23,7.95,B
1500,48.23,8.73,B
1500,48.23,9.2,B
1500,48.23,10.62,B
1500,48.23,14.46,B
1500,48.23,15.65,B
1500,48.23,16.92,B
1500,48.23,17,B
1500,48.23,17.28,B
1500,48.23,17.63,B
1500,48.23,18.76,B
1500,48.23,21.09,B
1500,48.23,21.67,B
1500,48.23,22.94,B
1500,48.23,24,B
1500,48.23,24.2,B
1500,48.23,25.6,B
1500,48.23,27.39,B
1500,48.23,28.98,B
1500,48.24,1.4,B
1500,48.24,3.67,B
1500,48.24,18.13,B
1500,48.24,24.44,B
1500,48.24,26.99,B
1500,48.24,28.12,B
1500,48.24,34.98,B
1500,48.27,3.78,B
1500,48.27,6.58,B
1500,48.27,7.68,B
1500,48.27,8.83,B
1500,48.27,12.17,B
1500,48.27,20.21,B
1500,48.27,22.84,B
1500,48.27,24.71,B
1500,48.27,33.4,B
1500,48.34,2.72,B
1500,48.34,8.21,B
1500,48.34,17.55,B
1500,48.35,6.7,B
1500,48.35,7.56,B
1500,48.35,7.71,B
1500,48.35,8.38,B
1500,48.35,11.63,B
1500,48.35,13.11,B
1500,48.35,17.5,B
1500,48.35,18.1,B
1500,48.35,19.67,B
1500,48.35,23.2,B
1500,48.35,24.92,B
1500,48.35,31.67,B
1500,48.35,32,B
1500,48.35,34.37,B
1500,48.35,42.69,B
1500,48.36,0.79,B
1500,48.36,2,B
1500,48.36,2.25,B
1500,48.36,3.23,B
1500,48.36,4.43,B
1500,48.36,4.94,B
1500,48.36,5,B
1500,48.36,5.6,B
1500,48.36,5.84,B
1500,48.36,6.22,B
1500,48.36,6.83,B
1500,48.36,6.93,B
1500,48.36,6.98,B
1500,48.36,7.18,B
1500,48.36,7.7,B
1500,48.36,8.1,B
1500,48.36,8.14,B
1500,48.36,9.66,B
1500,48.36,10.28,B
1500,48.36,10.74,B
1500,48.36,10.82,B
1500,48.36,11.08,B
1500,48.36,11.23,B
1500,48.36,11.26,B
1500,48.36,12.06,B
1500,48.36,12.85,B
1500,48.36,12.86,B
1500,48.36,13.4,B
1500,48.36,14.03,B
1500,48.36,14.28,B
1500,48.36,14.33,B
1500,48.36,14.8,B
1500,48.36,15.03,B
1500,48.36,15.09,B
1500,48.36,15.24,B
1500,48.36,15.93,B
1500,48.36,15.98,B
1500,48.36,16.08,B
1500,48.36,16.44,B
1500,48.36,17.1,B
1500,48.36,17.38,B
1500,48.36,17.39,B
1500,48.36,17.68,B
1500,48.36,18.24,B
1500,48.36,18.25,B
1500,48.36,18.26,B
1500,48.36,18.41,B
1500,48.36,18.96,B
1500,48.36,19.44,B
1500,48.36,20.33,B
1500,48.36,20.73,B
1500,48.36,21.3,B
1500,48.36,21.48,B
1500,48.36,21.76,B
1500,48.36,21.82,B
1500,48.36,22.2,B
1500,48.36,22.33,B
1500,48.36,23.33,B
1500,48.36,23.34,B
1500,48.36,25.97,B
1500,48.36,27.56,B
1500,48.36,28.43,B
1500,48.36,28.58,B
1500,48.36,29.6,B
1500,48.36,30.99,B
1500,48.36,32.52,B
1500,48.4,8.39,B
1500,48.4,9.42,B
1500,48.4,10.4,B
1500,48.4,11.9,B
1500,48.4,12.23,B
1500,48.4,12.78,B
1500,48.4,13.85,B
1500,48.4,15.28,B
1500,48.4,17.53,B
1500,48.4,18.23,B
1500,48.4,19.31,B
1500,48.4,19.38,B
1500,48.4,20.02,B
1500,48.4,20.98,B
1500,48.4,21.67,B
1500,48.4,23.66,B
1500,48.4,24,B
1500,48.4,24.39,B
1500,48.4,25.26,B
1500,48.4,26.37,B
1500,48.4,26.96,B
1500,48.4,26.99,B
1500,48.4,27.25,B
1500,48.4,28.95,B
1500,48.4,32.05,B
1500,48.4,32.95,B
1500,48.41,11.07,B
1500,48.41,22.3,B
1500,48.46,2.11,B
1500,48.46,2.69,B
1500,48.46,3,B
1500,48.46,3.56,B
1500,48.46,4.21,B
1500,48.46,5.95,B
1500,48.46,6.07,B
1500,48.46,6.54,B
1500,48.46,7.75,B
1500,48.46,8.32,B
1500,48.46,8.4,B
1500,48.46,8.62,B
1500,48.46,9.6,B
1500,48.46,13.57,B
1500,48.46,13.69,B
1500,48.46,13.78,B
1500,48.46,13.79,B
1500,48.46,15.42,B
1500,48.46,15.89,B
1500,48.46,16.72,B
1500,48.46,18.96,B
1500,48.46,19.1,B
1500,48.46,21.29,B
1500,48.46,23.92,B
1500,48.46,24.55,B
1500,48.46,24.76,B
1500,48.46,26.3,B
1500,48.46,30.3,B
1500,48.46,36.44,B
1500,48.51,4.91,B
1500,48.51,5.11,B
1500,48.51,5.12,B
1500,48.51,8.68,B
1500,48.51,11.75,B
1500,48.51,12.76,B
1500,48.51,13.67,B
1500,48.51,17.38,B
1500,48.51,19.57,B
1500,48.51,20.69,B
1500,48.51,22.06,B
1500,48.51,30.92,B
1500,48.52,2.96,B
1500,48.52,13.02,B
1500,48.52,16.97,B
1500,48.52,21.47,B
1500,48.58,0.94,B
1500,48.64,0.72,B
1500,48.64,3.72,B
1500,48.64,6.72,B
1500,48.64,12.07,B
1500,48.64,13.84,B
1500,48.64,13.87,B
1500,48.64,14.44,B
1500,48.64,15.14,B
1500,48.64,19.76,B
1500,48.64,19.91,B
1500,48.66,5.38,B
1500,48.66,11.28,B
1500,48.66,18.16,B
1500,48.66,20.82,B
1500,48.67,5.18,B
1500,48.67,5.6,B
1500,48.67,13.68,B
1500,48.67,15.99,B
1500,48.67,19.92,B
1500,48.67,23.08,B
1500,48.68,4.96,B
1500,48.68,13.17,B
1500,48.7,1.47,B
1500,48.7,2.74,B
1500,48.7,2.83,B
1500,48.7,2.96,B
1500,48.7,3.4,B
1500,48.7,3.42,B
1500,48.7,5.07,B
1500,48.7,6.04,B
1500,48.7,6.57,B
1500,48.7,6.8,B
1500,48.7,6.97,B
1500,48.7,7.08,B
1500,48.7,7.36,B
1500,48.7,7.46,B
1500,48.7,7.59,B
1500,48.7,7.83,B
1500,48.7,7.88,B
1500,48.7,8.45,B
1500,48.7,8.58,B
1500,48.7,8.82,B
1500,48.7,8.99,B
1500,48.7,9.38,B
1500,48.7,9.47,B
1500,48.7,10.11,B
1500,48.7,10.37,B
1500,48.7,10.38,B
1500,48.7,10.56,B
1500,48.7,10.64,B
1500,48.7,11.35,B
1500,48.7,11.56,B
1500,48.7,11.86,B
1500,48.7,12,B
1500,48.7,12.39,B
1500,48.7,12.7,B
1500,48.7,13.14,B
1500,48.7,13.76,B
1500,48.7,14.02,B
1500,48.7,14.05,B
1500,48.7,14.07,B
1500,48.7,14.17,B
1500,48.7,14.18,B
1500,48.7,14.19,B
1500,48.7,14.37,B
1500,48.7,14.51,B
1500,48.7,14.76,B
1500,48.7,14.83,B
1500,48.7,14.99,B
1500,48.7,15.2,B
1500,48.7,15.37,B
1500,48.7,15.41,B
1500,48.7,15.43,B
1500,48.7,15.64,B
1500,48.7,15.94,B
1500,48.7,16.13,B
1500,48.7,16.25,B
1500,48.7,16.54,B
1500,48.7,16.64,B
1500,48.7,16.73,B
1500,48.7,16.92,B
1500,48.7,17.06,B
1500,48.7,17.25,B
1500,48.7,17.28,B
1500,48.7,17.71,B
1500,48.7,18,B
1500,48.7,18.31,B
1500,48.7,18.45,B
1500,48.7,18.68,B
1500,48.7,18.79,B
1500,48.7,18.88,B
1500,48.7,19.04,B
1500,48.7,19.05,B
1500,48.7,19.36,B
1500,48.7,19.38,B
1500,48.7,19.41,B
1500,48.7,19.5,B
1500,48.7,19.66,B
1500,48.7,20.13,B
1500,48.7,20.54,B
1500,48.7,20.59,B
1500,48.7,20.79,B
1500,48.7,20.88,B
1500,48.7,21.54,B
1500,48.7,21.85,B
1500,48.7,22.56,B
1500,48.7,23.16,B
1500,48.7,23.28,B
1500,48.7,23.34,B
1500,48.7,24.04,B
1500,48.7,24.05,B
1500,48.7,24.52,B
1500,48.7,24.67,B
1500,48.7,25.22,B
1500,48.7,25.53,B
1500,48.7,26,B
1500,48.7,26.37,B
1500,48.7,26.5,B
1500,48.7,26.7,B
1500,48.7,26.84,B
1500,48.7,27.02,B
1500,48.7,28.46,B
1500,48.7,28.99,B
1500,48.7,29.32,B
1500,48.7,29.62,B
1500,48.7,30.85,B
1500,48.7,30.89,B
1500,48.7,31.26,B
1500,48.7,32.29,B
1500,48.7,33.63,B
1500,48.7,35.87,B
1500,48.7,38.41,B
1500,48.7,39.79,B
1500,48.7,49.78,B
1500,48.74,6.14,B
1500,48.74,6.6,B
1500,48.74,8.61,B
1500,48.74,10.44,B
1500,48.74,11.04,B
1500,48.74,12.59,B
1500,48.74,15.19,B
1500,48.74,16.45,B
1500,48.74,16.49,B
1500,48.74,16.72,B
1500,48.74,17.23,B
1500,48.74,17.82,B
1500,48.74,20.8,B
1500,48.74,21.42,B
1500,48.74,24.81,B
1500,48.74,28.61,B
1500,48.74,29.57,B
1500,48.75,0.87,B
1500,48.75,4.04,B
1500,48.75,5.06,B
1500,48.75,6,B
1500,48.75,6.92,B
1500,48.75,7.32,B
1500,48.75,8.28,B
1500,48.75,8.59,B
1500,48.75,9.35,B
1500,48.75,9.49,B
1500,48.75,9.61,B
1500,48.75,9.65,B
1500,48.75,9.68,B
1500,48.75,10.35,B
1500,48.75,10.4,B
1500,48.75,10.84,B
1500,48.75,11.06,B
1500,48.75,11.29,B
1500,48.75,11.59,B
1500,48.75,11.69,B
1500,48.75,11.75,B
1500,48.75,12.37,B
1500,48.75,12.38,B
1500,48.75,13.44,B
1500,48.75,14.19,B
1500,48.75,14.28,B
1500,48.75,15,B
1500,48.75,15.01,B
1500,48.75,15.13,B
1500,48.75,15.48,B
1500,48.75,15.87,B
1500,48.75,15.94,B
1500,48.75,16.79,B
1500,48.75,17.91,B
1500,48.75,18.44,B
1500,48.75,18.67,B
1500,48.75,18.95,B
1500,48.75,19.01,B
1500,48.75,19.4,B
1500,48.75,19.51,B
1500,48.75,19.94,B
1500,48.75,20.37,B
1500,48.75,20.72,B
1500,48.75,21.92,B
1500,48.75,21.96,B
1500,48.75,22.03,B
1500,48.75,22.15,B
1500,48.75,22.26,B
1500,48.75,22.4,B
1500,48.75,22.64,B
1500,48.75,25.2,B
1500,48.75,25.5,B
1500,48.75,25.56,B
1500,48.75,25.91,B
1500,48.75,26.34,B
1500,48.75,26.4,B
1500,48.75,26.77,B
1500,48.75,26.79,B
1500,48.75,26.92,B
1500,48.75,26.97,B
1500,48.75,27.24,B
1500,48.75,29.84,B
1500,48.75,31.12,B
1500,48.75,31.13,B
1500,48.75,32.16,B
1500,48.75,33.66,B
1500,48.75,34.07,B
1500,48.75,35.2,B
1500,48.75,36.78,B
1500,48.75,37.69,B
1500,48.77,12.94,B
1500,48.8,1.34,B
1500,48.8,3.2,B
1500,48.8,3.62,B
1500,48.8,4.45,B
1500,48.8,5.18,B
1500,48.8,7.76,B
1500,48.8,9.12,B
1500,48.8,9.28,B
1500,48.8,9.92,B
1500,48.8,12.3,B
1500,48.8,13.92,B
1500,48.8,15.52,B
1500,48.8,18.48,B
1500,48.8,21.21,B
1500,48.8,21.22,B
1500,48.8,21.93,B
1500,48.8,31.3,B
1500,48.8,32.6,B
1500,48.82,14.68,B
1500,48.84,15.16,B
1500,48.84,21.41,B
1500,48.86,3.94,B
1500,48.86,9.74,B
1500,48.86,10.45,B
1500,48.86,11.84,B
1500,48.86,17.8,B
1500,48.86,20.27,B
1500,48.86,22.62,B
1500,48.86,23.03,B
1500,48.86,26.73,B
1500,48.86,28.96,B
1500,48.86,30.57,B
1500,48.86,31.49,B
1500,48.91,0.91,B
1500,48.91,1.5,B
1500,48.91,4.55,B
1500,48.91,5.97,B
1500,48.91,8.9,B
1500,48.91,13.66,B
1500,48.91,13.72,B
1500,48.91,15.16,B
1500,48.91,18.06,B
1500,48.91,18.14,B
1500,48.91,19.04,B
1500,48.91,20.66,B
1500,48.91,25.71,B
1500,48.91,27.95,B
1500,48.91,32.73,B
1500,48.93,16.93,B
1500,48.93,21.64,B
1500,48.94,1.09,B
1500,48.94,3.01,B
1500,48.94,5.63,B
1500,48.94,5.8,B
1500,48.94,8.4,B
1500,48.94,9.21,B
1500,48.94,9.54,B
1500,48.94,10.05,B
1500,48.94,12.7,B
1500,48.94,13.49,B
1500,48.94,14.29,B
1500,48.94,14.61,B
1500,48.94,15.17,B
1500,48.94,17.18,B
1500,48.94,18.58,B
1500,48.94,19.07,B
1500,48.94,19.09,B
1500,48.94,19.31,B
1500,48.94,20.85,B
1500,48.94,21.17,B
1500,48.94,24.72,B
1500,48.94,25.17,B
1500,48.94,25.36,B
1500,48.94,27.08,B
1500,48.94,27.28,B
1500,48.94,34.52,B
1500,48.96,17.19,B
1500,48.96,21.93,B
1500,48.96,30.65,B
1500,48.96,33.46,B
1500,49.04,1.67,B
1500,49.04,2.72,B
1500,49.04,3.8,B
1500,49.04,4.69,B
1500,49.04,9.98,B
1500,49.04,12.15,B
1500,49.04,14.4,B
1500,49.04,14.51,B
1500,49.04,18.72,B
1500,49.04,18.81,B
1500,49.04,20.88,B
1500,49.04,21.42,B
1500,49.04,24.21,B
1500,49.04,25.25,B
1500,49.04,26.3,B
1500,49.04,27.73,B
1500,49.04,65.32,B
1500,49.05,1.25,B
1500,49.05,1.54,B
1500,49.05,4.68,B
1500,49.05,4.8,B
1500,49.05,5.02,B
1500,49.05,5.1,B
1500,49.05,5.62,B
1500,49.05,6.34,B
1500,49.05,7.64,B
1500,49.05,7.79,B
1500,49.05,8.09,B
1500,49.05,8.86,B
1500,49.05,8.89,B
1500,49.05,9.24,B
1500,49.05,10.28,B
1500,49.05,11.21,B
1500,49.05,11.36,B
1500,49.05,11.43,B
1500,49.05,11.58,B
1500,49.05,12.12,B
1500,49.05,12.3,B
1500,49.05,12.59,B
1500,49.05,12.98,B
1500,49.05,13.73,B
1500,49.05,14.06,B
1500,49.05,14.13,B
1500,49.05,14.15,B
1500,49.05,14.47,B
1500,49.05,14.55,B
1500,49.05,14.74,B
1500,49.05,14.76,B
1500,49.05,15.43,B
1500,49.05,15.56,B
1500,49.05,16.59,B
1500,49.05,16.68,B
1500,49.05,16.94,B
1500,49.05,17.17,B
1500,49.05,18.37,B
1500,49.05,18.48,B
1500,49.05,18.56,B
1500,49.05,18.68,B
1500,49.05,20.23,B
1500,49.05,20.72,B
1500,49.05,20.86,B
1500,49.05,21.02,B
1500,49.05,21.07,B
1500,49.05,21.24,B
1500,49.05,21.64,B
1500,49.05,22.51,B
1500,49.05,22.89,B
1500,49.05,22.96,B
1500,49.05,22.98,B
1500,49.05,23.46,B
1500,49.05,23.51,B
1500,49.05,23.89,B
1500,49.05,23.91,B
1500,49.05,24.4,B
1500,49.05,24.61,B
1500,49.05,24.65,B
1500,49.05,25.4,B
1500,49.05,26.88,B
1500,49.05,27.29,B
1500,49.05,28.6,B
1500,49.05,29.42,B
1500,49.05,31.55,B
1500,49.05,31.65,B
1500,49.05,32.8,B
1500,49.05,34.81,B
1500,49.05,35.26,B
1500,49.05,38.03,B
1500,49.05,38.21,B
1500,49.08,7.56,B
1500,49.11,1,B
1500,49.11,1.73,B
1500,49.11,3.8,B
1500,49.11,3.93,B
1500,49.11,4.01,B
1500,49.11,4.7,B
1500,49.11,5.01,B
1500,49.11,5.04,B
1500,49.11,5.97,B
1500,49.11,6.92,B
1500,49.11,8.9,B
1500,49.11,8.92,B
1500,49.11,9.28,B
1500,49.11,9.57,B
1500,49.11,10.31,B
1500,49.11,10.5,B
1500,49.11,10.63,B
1500,49.11,11.04,B
1500,49.11,11.43,B
1500,49.11,12.01,B
1500,49.11,12.41,B
1500,49.11,12.79,B
1500,49.11,12.9,B
1500,49.11,13.43,B
1500,49.11,14.1,B
1500,49.11,14.38,B
1500,49.11,14.46,B
1500,49.11,14.9,B
1500,49.11,14.96,B
1500,49.11,15.14,B
1500,49.11,15.16,B
1500,49.11,15.59,B
1500,49.11,16.13,B
1500,49.11,16.23,B
1500,49.11,16.25,B
1500,49.11,16.36,B
1500,49.11,16.86,B
1500,49.11,16.89,B
1500,49.11,16.98,B
1500,49.11,17,B
1500,49.11,17.13,B
1500,49.11,17.53,B
1500,49.11,17.57,B
1500,49.11,17.65,B
1500,49.11,17.93,B
1500,49.11,17.97,B
1500,49.11,18.25,B
1500,49.11,18.3,B
1500,49.11,18.5,B
1500,49.11,18.56,B
1500,49.11,18.8,B
1500,49.11,19.02,B
1500,49.11,19.39,B
1500,49.11,19.75,B
1500,49.11,20.43,B
1500,49.11,20.45,B
1500,49.11,20.66,B
1500,49.11,20.67,B
1500,49.11,20.89,B
1500,49.11,21.19,B
1500,49.11,21.62,B
1500,49.11,21.66,B
1500,49.11,21.67,B
1500,49.11,21.87,B
1500,49.11,22,B
1500,49.11,22.35,B
1500,49.11,22.43,B
1500,49.11,22.78,B
1500,49.11,22.8,B
1500,49.11,22.87,B
1500,49.11,23.75,B
1500,49.11,23.9,B
1500,49.11,24.08,B
1500,49.11,24.19,B
1500,49.11,25.93,B
1500,49.11,26.99,B
1500,49.11,27.16,B
1500,49.11,27.66,B
1500,49.11,28,B
1500,49.11,28.08,B
1500,49.11,28.47,B
1500,49.11,28.55,B
1500,49.11,28.7,B
1500,49.11,30.22,B
1500,49.11,31.24,B
1500,49.11,34.72,B
1500,49.11,34.89,B
1500,49.11,37.98,B
1500,49.13,13.5,C
1500,49.15,3.47,B
1500,49.15,3.97,B
1500,49.15,4.09,B
1500,49.15,6.8,B
1500,49.15,8.67,B
1500,49.15,14.44,B
1500,49.15,14.86,B
1500,49.15,16.89,B
1500,49.15,20.31,B
1500,49.15,25,B
1500,49.15,27.99,B
1500,49.15,31.96,B
1500,49.16,2.25,B
1500,49.16,3.11,B
1500,49.16,5.73,B
1500,49.16,5.97,B
1500,49.16,6.41,B
1500,49.16,6.74,B
1500,49.16,7.42,B
1500,49.16,7.43,B
1500,49.16,7.69,B
1500,49.16,7.88,B
1500,49.16,9.19,B
1500,49.16,14.22,B
1500,49.16,14.49,B
1500,49.16,16.65,B
1500,49.16,17.1,B
1500,49.16,17.2,B
1500,49.16,18.86,B
1500,49.16,20.03,B
1500,49.16,20.41,B
1500,49.16,22.55,B
1500,49.16,23.04,B
1500,49.16,24.15,B
1500,49.16,24.97,B
1500,49.16,27.42,B
1500,49.16,28.64,B
1500,49.16,29.09,B
1500,49.16,29.13,B
1500,49.16,34.43,B
1500,49.16,35.59,B
1500,49.16,66.52,B
1500,49.19,0,B
1500,49.19,5.69,B
1500,49.19,22.64,B
1500,49.2,0.65,B
1500,49.2,17.9,B
1500,49.2,20.57,B
1500,49.2,24.08,B
1500,49.21,2.1,B
1500,49.21,4.04,B
1500,49.21,9.12,B
1500,49.21,11.89,B
1500,49.21,16.44,B
1500,49.21,19.06,B
1500,49.21,20.37,B
1500,49.21,20.55,B
1500,49.21,22.06,B
1500,49.21,25.25,B
1500,49.27,4.02,B
1500,49.27,9.7,B
1500,49.27,18.27,B
1500,49.27,19.94,B
1500,49.27,20.97,B
1500,49.27,21.43,B
1500,49.27,24.98,B
1500,49.27,27.49,B
1500,49.33,2.32,B
1500,49.33,5.47,B
1500,49.33,7.9,B
1500,49.33,10.17,B
1500,49.33,13.49,B
1500,49.33,15.16,B
1500,49.33,17.08,B
1500,49.33,18.13,B
1500,49.33,20.03,B
1500,49.33,22.39,B
1500,49.33,24,B
1500,49.33,24.56,B
1500,49.33,26.66,B
1500,49.33,27.34,B
1500,49.33,33.82,B
1500,49.37,4.72,B
1500,49.37,14.4,B
1500,49.37,21.86,B
1500,49.37,24.74,B
1500,49.39,2.69,B
1500,49.39,5.52,B
1500,49.39,6,B
1500,49.39,6.39,B
1500,49.39,7.03,B
1500,49.39,7.28,B
1500,49.39,8.18,B
1500,49.39,9.31,B
1500,49.39,9.47,B
1500,49.39,9.6,B
1500,49.39,10.7,B
1500,49.39,12.71,B
1500,49.39,12.84,B
1500,49.39,12.88,B
1500,49.39,13.15,B
1500,49.39,14.21,B
1500,49.39,14.65,B
1500,49.39,14.66,B
1500,49.39,14.95,B
1500,49.39,15.52,B
1500,49.39,15.96,B
1500,49.39,16.2,B
1500,49.39,16.24,B
1500,49.39,16.75,B
1500,49.39,17.28,B
1500,49.39,17.37,B
1500,49.39,17.69,B
1500,49.39,18.18,B
1500,49.39,19.08,B
1500,49.39,19.13,B
1500,49.39,19.46,B
1500,49.39,19.58,B
1500,49.39,19.7,B
1500,49.39,20.6,B
1500,49.39,21.08,B
1500,49.39,21.61,B
1500,49.39,22,B
1500,49.39,22.05,B
1500,49.39,22.29,B
1500,49.39,22.44,B
1500,49.39,22.64,B
1500,49.39,23.07,B
1500,49.39,23.32,B
1500,49.39,24.57,B
1500,49.39,26.03,B
1500,49.39,27.92,B
1500,49.39,29.01,B
1500,49.39,31.5,B
1500,49.39,32.48,B
1500,49.39,33.41,B
